real_tweet,new_label
 guys tips ngadepin dosbing yg susah ditemuin  amp  susah dihubungi dong guys    giliran bales ngomongnya  nanti saya kabari  dihubungin lg eh blg  minggu depan        gitu aja trssss,1
 kalo bahas pedagogik yg seru topik apa yak  tia,1
 boleh minta motivasi   sarkas gpp tapi aku lagi di posisi jenuh dan males bgt ngerjain skripsi tapi targetku di januari pengen beres     ,1
 tips n trik dapet tempat magang yang enak dong guys   temen temen sender udah ada yang dapet ,0
 spill nama merk nasi box untuk sidang dong plis tapi gaboleh kyk nasi padang  gitu ya  terus yg setara sm pagi sore sederhana  harganya jgn sampe   rb guys   makasih banyak udh kelimpungan soalnya,1
 halo teman teman  boleh minta tolong untuk bantu views dan like tugas video sender di youtube  masih butuh    orang nih  nanti aku dm  terima kasih  ,2
 semester   magang mandiri yay or nay  atau ikut aturan magang yg kampus aja  keknya kl kampus biasanya sem   an  aku uda ngerasa males ikut panit sm organisasi soalnya ,0
 kalian pernah gak disuruh buat rencana pelatihan buat jurnal eksperimen sama perlakuan apa yg akan diberikan dan waktunya cmn   hari ,0
 pgn punya kucing biar ada temen di kos  kalian punya kucing juga ngga ,0
 guyss pulang ke rumah langsung menstruasi      senengnyaa  ,1
 spill frozen food andalan anak kosan dong  mau stock juga di kulkas  ,1
 hai guys barangkali prodi kalian ngadain webinar yang dapat sertifikat  kalau bisa yang target audiencenya anak sma,1
 ada alumni magang kampus merdeka  rep yaa  mau nanya nanya  makasii   ,2
 halo  disini ada yang kerja sebagai auditor atau punya kenalan auditor  kalau ada pls reply nnt aku dm  makasih ,2
 udh jenuh banget     bulan tiap hari ngeliatin skripsi  sekarang aku lagi persiapan nunggu sidang skripsi tapi jujur gatau mau bljr apa kwkw dan kya udh males gt rasanya ,0
 pertanyaan pertanyaan yang muncul saat interview magang,1
 spill doa or kata  buat sempro besok dong biar agak tenang,0
 rekomendasi buku tentang perfilman dong  makasih       ,0
 misal sekelas ga sampe    orang dan udah berjalan   semester  pas ngehubungin dosen itu tetep pake perkenalan atau salam langsung to the point aja ,0
 kampus yg masih bisa eksten d  sipil ke s  d  mana ya ,1
 anak kos abis   rb sehari buat makan itu termasuk boros gak guys  batesan ngga boros itu sampe brp menurut kalian ,0
bisa ga minggu tenang tuh bener  tenang  apaan judulnya minggu tenang tpi digentayangin projek final  tenang tenang yang tak kunjung datang bisikkanlah terimakasih pada diri sendiri hati hati dijalan ,1
 ini ada ketentuan penulisan ttd buat lampiran ya  harus bold  atau penulisannya caps lock   ,1
 ini cara ngubah sitasi pke turabian style gmn si   ko ga support itu gmn yahh    atau aku yg salah apa gmn   ,1
 temen temen kalau ada yg mau bantu isi  tolong komen ya nanti aku reply  kurang    responden lgi nih  kebetulan gaada kriteria khusus buat respondennya  makasihh semua      ,2
 sebel bgt sama diri sendiri  lagi minggu  uas  hr kamis ada uas  tapi malah kepengen jalan jalan aaaaaa,0
 coba drop meme lelah kuliah dongs  sender sedang lelah skli di semester   ini sampe mau ketawa sendirian   ,1
 kampus merdeka buka kpn ya  intern di sana paid kah  makasii,1
 besok sender ujian proposal doain semoga lancar yaaa,0
 kalo temen minta laporan pkl kita  biasanya kalian kasih ga  orangnya ga terlalu deket sama sender  dia minta mulu dari kmrin mau nolak gaenak tpi ya gimana ya ,0
 urgensi tuh sifatnya harus praktikal kah  atau bisa akademis ,1
aku mau ganti dan upload ulang file di gdrive  itu keliatan ga aku baru upload  tanggalnya  ,1
 temenku kuliah jurusan keperawatan  sekarang mukanya mirip bgt sama perawat,1
 yuk gaes daftarkan tim kalian dan jadilah pemenang    ,1
 hai apakah ada yg ambil skripsi dg variabel self confidence  sender mau nanya  kalau klian ga keberatan  lg bingung banget sama buku lauster ko engga ada aspek dan definisinya tapi skripsi lain kebanyakan ambil definisi dari situ  makasih,0
 guys kalian ada yg mulai sakit tenggorokan  makan apa yg kalian makan pas mulai sakit gini  ,0
 gimana caranya biar ga belanja gede an argh  saltyin aja gapapa biar sender sadar  udah tau anak kosan yang duidnya mepet tapi nekat co banyak barang ,1
 kalau misal nlai tugas sama uts tinggi  tapi di uas anjlok masih aman gak ya    ,1
 kalo mau tau buku yang versi terbaru tuh liat di mana nya sih ,0
 bahasa inggrisnya bimbingan skripsi itu apa ya ,0
 kalau sesuai dengan kriteria di atas  boleh rep ya  terimakasih  ,2
 hi  ada yang pernah denger tentang ngss  next generation science standard    atau ada yg paham  barangkali bisa bantu aku buat belajar  thank you buat yg udah jawab   source  googlebooks  ,1
 haii adakah yang cukup paham tentang perkembangan mice atau pariwisata di semarang  aku lagi ada tugas akhir dan mau tanya  dikitt huhu kalau ada yg paham dan bersedia aku tanya  pls reply yaa nnti aku dm   thank you ,2
 kalo deting lagi uas tuh dospem masih ngelayanin bimbingan ngga ya  soalnya sekarang pekan uas,0
 gaisss mau nanya kalo di gc dosennya ada keterangan jam berapa kita ngumpulinnya gitu nggak  tadi aku uas trus ngumpulin di gc terlambat  tenggatnya       kaku ngumpulin       tapi pas kupencet submit jamnya udh       akhirnya tulisannya terlambat   ,1
 kalian cek turnitin abis sempro apa sebelum sempro per bab sudah kalian cek plagiasinya ,0
guys  kalian yg udah sidang skripsi kasih jajanan hadiah gak buat dospem  enaknya kasih apa yah ,0
 guys cara ngedit power point biar nanti ada suaranya gimana ya ngeditnya pake aplikasi apa,1
 guys  program magang kampus merdeka itu cuman msib itu aja kahh  serius nanya  terima kasii,0
 pliss help laptopku tbtb black screen pas aku lagu ngetik  trus belum ku save ini gimana  kalo dimatiin paksa pake powernya tetep ke save ga yaa    ,1
 udah ada rencana libur semester mau ngapain belum guys mau kerja atau leha leha ,0
 gaess ngerjain bab   mulai darimana ya ,1
 guys pendaftaran magang merdeka udh tutup ya ,0
 kalian kalo misalnya dapet deadline submit dokumen mendadak besok dan filenya harus minta dosen  dan gadibales kalian gimana  mau rechat tapi belum lama aku chatnya  tapi urgent ,1
 halo ada yg bersedia isi kuesioner aku gaa  kriterianya mahasiswa aja  dan bersedia cobain aplikasi game  bisa di pc hp   boleh rep nanti aku dm tia  ,2
 hal hal apa aja yang perlu diperhatikan untuk uji normalitas   ,1
 adakah yg punya aplikasi s p s s     mau minta pleaseee    ,1
 dapet tugas review   jurnal trs di bentuk makalah itu brati   jurnal dirangkum dengan format makalah gt kah ges  enlighten me dong beneran bingung huhu terimakasii,1
 gimana guys kalian pernah nggak   ,0
 spill channel yt buat orang yg baru belajar maya dong gaesss,1
 temen  biasa sampel untuk pengisian angket observasi awal berapa ya ,2
 habis uas ada class meet gk sih  ,0
 haloo  aku ada tugas wawancara psikolog terkait kode etik  temen  di sini apa ada rekomendasi psikolog yg bisa diwawancarai  makasii,1
 ada yang tau ngatasi ini gimana  aku baru mau add in mendeley cite di word tapi ga bisa  ada tulisannya gini   ,0
 kawand  ada yang bersedia like tugas aku ngga    nanti ku dm atau mau tuker silakan  tia  ,2
 di scribd ada buku robert k yin ga si yg versi terbarunya      ,1
 teman temen mohon doanya besok aku mau tes kampus mengajar  makasihh ,0
doang  ngadepin org kaya gtu gimna si biar ada kerja nya gtu ,0
 kalian kalo misalnya sekelompok sm org yg ga kerja apa  gimna si ngomong nya ke dia  sender cape bgt nyuruh  ke dia krn dia doang yg ga kerja sedangkan sender sm temen sender yg lain pusing bgt sm tugas nya  setiap ditanya bls nya ga bisa mulu trs klo di cht di read  cont ,0
 hai guys  aku butuh    responden untuk penelitian ku mengenai self h rm  dengan kriteria     remaja sma    berusia    tahun  mohon bantuannya ya teman teman nanti aku dm link nya    terima kasih   ,2
 lagi butuh dana  aku mau ngejoki deh  anak soshum ya  insyaallah kalau bisa beda jurusan aku usahain  aku dari jurusan hi ,1
 guys besok sender sidang  kerasa kaya unreal banget  tangan kaki dingiinn   deg an parah huhuu  minta tolong doanya yaaa semoga besok gak dibantai  semangaat yang mau sidang juga  ,0
 yg gi butuh r sponden  bleh dong dropp kuesionerr muu,1
 guys kalo skripsi alias belum direvisi final sama dosbing tapi dosbing kalian udah nyuruh daftar ujian kalian bakal dftar gak atau nunggu revisian  jujur mau daftar tp belum yakin kl blm direvisi hiks,0
 gais ada yg anaik uin antasari banjarmasin  aku mau buka repo tp ada yg ke restrict,1
 menurut diri kalian masing masing  kepanitiaan itu ,1
malu gitu meski kayaknya mustahil  cuman kan tetep aja gitu  apalagi sender suka jajan di warung yg di pinggir jalan gitu bahkan tanpa mandi pun terobos bae gas jajan      ,1
 ada yg jalan raya dirumah nya jadi jalan  utama ke kampus gak  suka was  gak kalo keluar rumah gitu  soal nya rumah gue kan jalan raya nya jd jalan utama kampus baru yak  suka was  gitu takut tiba  ada temen kampus atau bahkan dosen lewat terus ngenalin gue kan  cont ,0
 minta pendapatnya temen temen  makacii  ,0
ada yang jurusan kedokteran  jurusan kesehatan farmasi s  dan bisa bntu isi kuesioner  ,2
 untuk keperluan konten di ig himpunan sender  please drop drakor sesuai jurusan kalian dong   tiaa,1
 kalo liburan semester dosen ga nerima bimbingan ya  semua dosen kyk gitu atau beberapa aja  ada ga sih dosen di medsos yg nerima bimbingan dr mahasiswa  gitu   maaf agak belibet   tia  ,0
 temen temen apakah ada yang punya buku e book soejono soekanto tentang sosiologi suatu pengantar ,1
 tolong banget buat yang udah maju sempro kasih tips and trik nya    ,0
 halo  adakah yang bisa bantu aku ngerjain test ef   hopeless banget  boleh minta tolong dong rep  terimakasih sebelumnya    ,2
 info kosan perminggu an di bandung sekitaran unpas lengkong dong temen   sender ada acara kampus tapi cuma seminggu blm nemu kosan yg mingguan ,0
 misii  mau nanya dong  temen  yg ikut kegiatan kampus merdeka dan convert sks  itu utk matkul praktikum kecover juga sksnya atau harus ambil di smt depan ya  thankiess,1
 guys bneran ini gimana caranya kuliah smbil kerja  atau yg dapet penghasilan gitu  sedih  dana aku kepepet mau pulkam,0
 guys kalian ada yg pake ipad buat catatan  pake ipad seri berapaa ,1
cara nyari jurnal yang lagi buka submission tuh gimana ya  makasih ,0
 sender baru tau setelah baca jurnal  kalau sabun mandi yg punya klaim antibacterial atau sabun yg biasa aja tu fungsinya sebenernya sama aja dan gaada perbedaan signifikan     selama ini dibohongin iklan,1
 halo kakak kakak apakah disini ada mahasiswa rantau dari luar pulau jawa  kuliah di jabodetabek  boleee bantu isi kuesioner penelitian aku  rep aja yah kak nanti aku share linknya  terima kasih banyak  ,2
 kalian kalau ketemu dosen salim gak  kalau enggak terus  nyapa nya gimana   ,0
 mahasiswa ub mohon bantuannya pls  sender butuh banget filenya     ,2
 ada yg punya akun e materai  mau minta tolong buat bubuhin materai di dokumen  ada fee nya kok   reply yaa nanti sender dm,2
 ada yg mahasiswa prodi kesmas atau k   kalo ada dan lagi skripsian  sharing  yukk,0
 semangat yang lagi bikin proposal skripsi  semoga dipermudah dan cepat selesai,0
 guys sender ada tugas layouting file skripsi  nah filenya disuruh cari dari google  kalian biasanya cari di web apa  pliss bantu sender huhuuuu,0
 mahasiswa ub mohon bantuannya pls  sender butuh banget filenya     ,2
ada yang pernah cek turni buat tugas apa pun   lihat hasil punya kalian dong       ,0
 guys isi ppt sempro apa aja ya  dan brpa max slide,0
 haloo disini ada mahasiswa dari surabaya  ada yg pernah ngurus surat pkl di web ssw alfa gak  kalo ada boleh reply aja yaa  aku soalnya bingung ngisi nya gmn   makasihh,0
 hi boleh bantuin isi kuisioner ku soalnya butuh    org lagi buat ngisinya kriteria yang pernah cari info loker secara online  boleh rep like ya nanti aku ketuk dm makasih temen  ,2
 hari ini alhamdulillah sidangnya lancar  bsk sender sidang lagi doakan dilancarkan    p s  hari ini sidang karena penguji sender ngga bisa hadir bsk,0
 besok rabu sender bimbingan bersama untuk pertamakali  dan degdegan banget   mohon spill dong kak     ,0
 haloo semuanya  disini ada anak fakultas mipa  ilmu kedokteran  ilmu hewani  ilmu agama  amp  filsafat  sama ilmu tanaman gaa  aku butuh masing masing   orang buat bantu isi kuesioner  bebas dari jurusan apa aja  nanti yg mau aku dm yaa lt   ,2
 hai kak  mau nanya dong  ini tuh atribut eror kenapa ya  maksud dari fcm object mo attribute flt itu apa  ada yang tay ga   anyway ini clustering fuzzy c means dengan python  siapa tau ada yang bisa bantu  tia    ,1
 guys boleh tau ga ppt sempro kalian ada berapa slide dan isinya apa aja ,0
kasih deskripsi uas kalian dengan meme   ,1
 temen  mau nanya variabel dependenku adalah kemandirian belajar nah untuk latar belakang nya aku harus melakukan observasi awal dengan angket ya  mohon pendapatnya gess thankyou,1
 guys organisasi kalian terutama bem dan hima masuk jadi anggota di himpunan organisasi se wilayah se indonesia ga si  kelebihan sama kekurangannya apa ya  mau join tapi ragu nih,1
 buat anak kos ayam geprek segini      aja murah bgt kan ya   ,0
hai angkatan       bentar lagi semester   loh   siap kah    ,0
 misal aku mau ngutip wawancara di youtube  youtubenya portal media gitu  buat ditaruh di latar belakang  nulisnya gimana ya  kalau dari web kan dikasih keterangan diakses pada blablabla thank youu,1
 mau tanya ke kakak  yg udah melewati sidang skripsi  apakah sidang skripsi semenakutkan itu  persiapan waktu mau sidang gimana ,0
 besok rabu sender bimbingan bersama untuk pertamakali  dan degdegan banget   mohon spill dong kak     ,0
 ngeliat bentukan temen kelompok yang bomat bomat sama tugas enaknya dikasih rate berapa ya dari     pas penilaian teman sejawat      boleh gak biar gak   doang     ,0
 teman boleh minta kata semangat   motivasi agar mahasiswa akhir ini segera lulus skripsi  makasi,0
 sender lagi frustasi bgt gara  dosbing ga bales chat  padahal butuh bgt buat daftar sidang   tadi pagi ngechat buat minta ketemu langsung  tapi ga di read  klo sore ini aku chat lagi buat minta ttd secara online  sopan ga  ,0
 dom bekasi depok bogor ada yang mau bantu isi kuesioner aku gak  thanks,2
 kalian kalau translate in paper dari bahasa inggris pake software atau website apa guys  sharing dong,0
 guys kl hasil tes uji normalitas data nya di spss ga normal itu kenapa ya  dan gimana caranya supaya datanya jadi normal  thx,0
 guys sender ada tugas layouting file skripsi  nah filenya disuruh cari dari google  kalian biasanya cari di web apa  pliss bantu sender,0
 huhu mmf yah temen  akk mau curhat    ,1
harus gimana yaaa  makasih       ,0
 halo kak  colle  maaf mau tanyaa  ini baterai laptopku  knp tiba  kedip  yaaa    laptopku emang udah bocor baterainya bertahun  harus dicas biar nyala  tapi gapernah kaya gini  baru kali ini giniii   tapi setelah aku matiin gapapaaa  terus kedip  lagii  ini  cont ,1
ada yang jurusan pendidikan  jurusan teknik dan bisa bntu isi kuesioner  ,2
kakak kakak aku mau bimbingan skripsi pertama kali  apa yang harus dilakukan dan hal yg jangan  do and don t  saat bimbingan pertama ya kak       ,0
 kalian kalo misalnya dapet deadline submit dokumen mendadak besok dan filenya harus minta dosen  dan gadibales kalian gimana  mau rechat tapi belum lama aku chatnya  tapi urgent  ,1
ada info magang kegiatan buat liburan semester ini gak ya  kalian libur semester pada ngapain rencananya  ,0
 permisi kakak  pertanian ada yg paham cara ngitung kadar air ngga,1
 dulu ngga kepikiran kalo ngumpulin responden yang banyak bakal se stressfull ini huft  ,1
 kalo lg sumpek gini jd inget mf yg  gw mau fokus healing   bulan ini   ,0
 kakak kakak ada yg perna gabisa jawab soal u s samsek ga     trus  pknya aman gak ,0
judul persuasif itu kek gmn ya  kata temenku lebih ke ajakan  hemm  aku dah baca kok rada bingung ya heheh  ada yang bisa beri contoh  tia  ,0
 cari tempat magang susah banget ya kakak kakak  mau nangiiis   ,0
ada yg punya event di bulan ini yg mau dimuat di portal berita  atau punya karya  atau menang lomba yg ingin diliput  boleh rep yaa   gratis   kebetulan saya lagi magang di salah satu media   ,1
 guys disini ada yg punya e book sugiyono yg terbaru ngga yah  thn      gitu  makasiiii banyakkk org baik       ,1
 mau makasih sama temen temen colle atas sarannya untuk pake ava kucing lemes  akhirnya chatku dibales sama dospem   walaupun ya bgitu hehehehehehe  ,1
 hasil turnitin biasanya berapa persen ya buat jurnal ,0
  guys apakah ada yg menjdi bendahara di organisasi  ,1
 mau nanya dong disini ada yang sering naik ojek online subuh   banyak driver yang available gak ya jam segitu  bentar lagi aku wisuda terus ke studio make up rencananya subuh banget gitu     tapi takut gaada driver yang pick up huhu,1
 haloo boleh bantu like comment video tugas aku ga  boleh barter jugaa   yang mau bisa rep yaa  nanti aku dm ,2
 disini ada yang mahasiswa unisma  mau minta tolong bukain repository tia,2
 kak sender bingung ngurutin latarbelakang    adakah yg berkenan bantuin aku  makasih sebelumnya ,0
kalian  yang suka main ke kosan temen suka bawain temen kalian sesuatu gasi  terus biasanya bawain apaan ya  sender takut salah bawa hehe,0
ga muncul di galeri  ,1
 help  hape ku android  tadi abis rekam video durasi   jam setengah  nah di galerinya ga muncul hasil videonya  aku tu inget udh klik save  seandainya ga ke klik save pun  seharusnya udh otomatis ke save ke galeri   ada yg paham ga  aku bingung harus gimn   videonya  cont ,1
hewan yg ramah buat dibawa ke kos buat temen kuliah apa sih  soalnya rawat kucing kitten tuh ternyata susah   mana aku orangnya jijian lagi  huffft  ,1
 kalian kalo ngerjain tugas tipe yang mana  panjang lebar  atau singkat padat ,1
cape banget kaya gini tiap hari ,0
 guis  please help me  akhir  ini pikiran sender lagi kacau banget gara  banyak masalah di perkuliahan dan organisasi  sender burnout  dan jam tidur sender kebalik  siang full tidur karena kuliah daring  malem full bangun  ada tips ga buat benerin jam tidur   sender  cont ,0
ada yang jurusan bahasa  jurusan agama filsafat dan bisa bntu isi kuesioner  ,2
 kalo konsultasi terus dosennya diem iya iya aja tuh bikin waswas tau ga wahahahahahahah saya salah apa bener pakk apakah dalem hati njenengan mikir  ni anak gajelas banget kasihan aku iyain aja deh  saya takutt    ,1
 halo ada yg bersedia mengisi kuesioner ku  kriteria mahasiswa ptn yg ada di surabaya  yang bersedia boleh komen nanti ku kasih hadiah buat orang yg beruntung  terimakasih   ,2
 guys kalian biasanya download template ppt dimana  tapi yg ga terlalu over gitu  mau buat sempro soalnya  anw makasihh,0
 tugas banyak  mulai mengerjakan tugas   ngirim menfess sambat di base    semangat kita semwaaa   ,1
 kak kalo mau cari instrumen baku penelitian itu biasanya dimana ya ,0
 guys ada yg tau cara biar ms  word bisa digunain lagi gak  ini dari kemarin sender coba tutorial di yt ga bisabisa ilangin product activation failed nya  gmn ya  makasi yg dah respon  ,1
 guys kan aku januari nnti kkn sebulan ya  klo daftar program msib tu bisa gk ya  kan mau d buka pendaftaran   hari lagi  atau tunggu periode selanjutnya ,0
 halo  disini ada yang punya kenalan di konsolidator lion parcel semarang   lion parcel pusat di jogja ngga  boleh minta tolong  untuk kelengkapan skripsi,1
 halo temen temen  bagi kalian yang pengguna tiktok  aku boleh minta waktunya sebentar untuk tolong isi kuesionerku  ini untuk keperluan tugas mpk      kalau bersedia tolong rep ya  nanti aku kirim linknya  teirma kasih banyak bagi yang udah bersedia membantu    ,2
 ayo drop tulisan dosen kalian yang sangat rapih itu   ,0
 buku matematika paling keras ni  sekeras beton  ,1
 haloo yang ngerti uji homogenitas mau nanya dongg  untuk data seperti digambar apakah value n untuk kelas a dan kelas b harus samaa   ,1
 harus kembali diingat hakikatnya asdos diciptakan udah memudahkan dan membantu mahasiswa dlm proses belajar bukannya malah menyusahkan   ,1
 permisiii  mw tanya contoh kalimat yang ada tanda pisah nya tuh gmn yaa  t t,1
 bagi template chat dosen wali dong guys buat ngajuin judul ketemu beliau besok  dia professor btw   ,0
 tw   kekerasan  kekerasan seksual permisi  mau bertanya  ada yang punya informasi ga terkait komunitas penyintas kekerasan seksual  untuk keperluan tugas akhir   kalo ada  boleh dm aku  aku ada d reply,1
 kalau ngutip statistik data pengguna media sosial misalnya instagram tuh sumbernya ngambil di mana ya  dan cara penulisan di jurnalnya gimana  terima kasihh,1
 mau tanya  msib yang magang itu emang belum bisa buat lihat perusahaan sama posisinya  ya ,0
 skripsi banyak pake referensi dari jurnal punya profesor  jurusan kita sendiri yay or nay     pls no salty soalnya agak takut juga aku pake dari beberapa dosen,0
 cung sapa juga yang rilet  cr tt  ,1
 kalau misal tugas kelompok terus bagi tugas  temen kalian ngerjainnya belum sesuai perintah dari dosen dan  misal  referensi nya gak kredibel  gimana cara ngasih taunya tanpa berkesan menggurui ,0
 kalian uas kapan nich  sender uas minggu depan   ,0
 gimana caranya biar ga ngantuk waktu nugas flisss beri sender tips and tricks       ,0
 kalo nulis sebuah beberapa merk asing di laporan  itu pake italic huruf awal kapital gak ya ,1
guys  kalian yg bawa motor ke kos ntar kalo pulkam motor dibiarin di kos atau gimana ,0
 apa ketakutan kalian saat ini  i mean di fase collage saat ini ,1
ada yang jurusan akuntansi manajemen  jurusan komunikasi  hi dan bisa bntu isi kuesioner  ,2
 walaupun harimu dipenuhi tugas  kuli ah  jangn lupa untuk minum kopi   ,1
 keluarin semua pendapat kalian guys  sender mau tau aja pandangan dari orang lain  ,0
 btw sender belum ada dosbing ya  jd bingung mau sharing ke siapa  makasih yang udah jawab  ,0
 ada yng punya situs alternatifnya gak selain ini    tia  ,1
 uji validitas di awal buat    responden tujuannya apa ya guys ,2
 kakak kakak ada yg punya e book studi sosiopragmatik dari prayitno ,1
 adakan mahasiswa unsoed di sini yg bisa bantu sender download file di reposirtory ,2
 gaissss misal ada kasus gini  selama perkuliahan aman  aja  cuma presensi ada   alpa sih  tugas mingguan ngerjain  uts ngerjain  nah masalahnya ada di uas ini  aku ngumpulin telat dan blm selese  kira  bakal ngulang gak ya   ,0
 guis  maaf tanya  emang bener ya kalo kuliah jangan terlalu fokus ke ipk  tapi fokusin di skill  soalnya sender takut sama hasil ipk nanti   ,0
 hi  di sini ada mhs bangkalan  madura atau utm yg suka literasi ,1
 gambar gerbang logika x   a  b gimana ya  ada yang bisa jelasin ,1
akun gue sebenernya gak guna krn gak ada yg perhatiin,0
 maaf  tolol gitu  gimana mau bisa bikin tugas akhir kalo kek gini   maaf gue ngerant  soalnya efek  persiapan seminar hasil tp tiba  ada anak  kampus lain yg jurusannya sama minta tolong ke gue kek gitu  mau salty gak apa  ini omongan gue paling jujur disini  ngerant di  cont ,0
 wajar gak sih anak sistem informasi minta tolong bikinin aplikasi ke gue sbg mahasiswa sistem informasi juga plus gue yg tahun akhir  jujurly gue kesel bgt  masa iya anak si gak bisa ngoding   kalo minta mentoring sih mending lah ini  bikinin aplikasi utk tugas  kek  cont ,0
 bagaimana yang sedang dan sudah uas nya gengzzz  ,1
kejadian lagi mending cuti apa out sekalian ya  udh semester   soalnya ,0
 kalian pernah sakit pas sendirian di kos gak  harus gimana ya   sebadan badan sakit bgt  lemes  sendirian krn temen kos ku lg magang  mana mulai minggu uas  semester kemarin jg aku sakit pas minggu uas  jadinya ada matkul yg ngulang karena aku gk ikut uas  kalau  cont   ,0
 mau kasih tau ada acara event kampus konser the changcuters di medan nih  lebih serunya lg ada exhibition  bazar  dan photobooth juga lohh   gas lah we kapan lg nihhh      ,1
 ada yg mau dengar aku kah    aku burnout salah pilih langkah dlm perkuliahan khususnya organisasi ya allah plis doain aku bisa survive ya allah ya allah ya allah ya allah        ,1
 kalian yang magang sebagai mahasiswa misalnya masa magangnya udah berakhir dan di offer lagi untuk perpanjang  itu tuh kira kira bisa naik ga ya gajinya  atau sebaiknya nanya apa gajinya naik ,0
 mau nanya  ini ak bagi jd   coloumn  tp jd kepotong katanya  udh ak atur geser  ttep gabisa tu gmana ya  ada yg tau  tia  ,0
 data ku     dan ternyata terdistribusi tidk normal tapi ada pernyataan ini  apa bisa lanjut atau lebih baik cari data lagi  terimakasih  ,0
 temen  mau nanya dependenku adalah kemandirian belajar nah untuk latar belakang nya aku harus melakukan observasi awal dengan angket ya  mohon pendapatnya gess thankyou,1
 ngerjainnya sampe lembur bagai kuda cuma dapet et al ,1
aku mau chat dosen tu buat minta rekapan ipeka  chat kaya gini udah cukup atau masi ada yang kurang    ,0
 halo  boleh minta bantuannya buat isi kuesioner  syaratnya mahasiswa berumur       tahun yang aktif menggunakan sosial media  makasii nanti di drop linknya di bawah,2
 mo minta pendapatnya dong ges  aku kirim revisian bab   dan bab   tanggal   desember jumat lalu  pendaftaran sidang terakhir tanggal    desember  kalo aku follow up besok gapapa kan ya  mepet bgt soalnya   ,0
 siapa yang sampai saat ini blum mulai uas alias uas nya mepet tahun baru   ,0
 kalo uji homogenitas yg di uji itu apa dengan apa sih  data respondennya atau hasil variablenya atau gimana ada yg ngerti gak huhuu    makasi yang udah mau jawaab,0
 kak mau nanya   ada yang bisa pake nvivo buat data kuali ga ya  aku mau nanya  huhu ga paham banget    makasi,0
 guys fotocopy untuk legalisir ijazah item putih doang kan ya biasanya  bukan fotocopy warna kan ya ,1
kebanyakan reward hingga lupa sama pr wkwkw  gblk bet aku ga sembuh sembuh penyakit model begini  mana dl an terus anaknya  ,1
 guis ada yg tau ga website atau aplikasi atau cara buat diagram utk kelengkapan data di latbel  tia,0
 pliss info ada yg bisa jokiin parafrase gakyaa buat nurunin turnitin  uda mentok banget keburu mo ujiaaann  pliss helpp ,1
 gais biasanya uji validitas dan reliabilitas kuesioner itu sebelum atau sesudah sempro ya  makasiii,0
 guys  doakan sender bsk sidang pagi enak sih dapat pertama tapi deg an bener    ,0
 kakak kakak  minta sarannya dong  cara buat ngembangin pendapat tuh gimana ya  sender dapet tugas bikin esai filsafat dah mentok segini doang  padahal minimal harus      kata   ,0
 pengumpulan data sama pengumpulan sampel itu beda kah ,0
 pleasee disini ada yang paham gerbang logika gakk  x   a b c  gerbang logikanya gimana ya  udah buka g  gle juga belum pahamm,1
 mau nanya div humas tuh kerjaan nya apa aja ya  ,0
 kalian ada yg kerja part time ga  terus kerjanya apa dan dimana  menurut kalian    kerja part time bagi mahasiswa apa  malu ga misal temen kalian tau kalian kerja part time  no salty yaa  discussion only ,1
 gimana caranya biar di cv kalau diklik tuh nyambung ke sertifikatnya ya ,0
 hai kakak kakak  boleh minta waktunya sebentar untuk like  amp  komen di video yt ku buat tugas uas  nanti l nk aku taruh di komen yaa  boleh barter juga  terima kasiii     ,2
 gaes sarannya dong  aku lagi buat laporan magang tapi kenapa kalo naro gambar di ms word selalu ilang dan muncul tulisan  image part with relationship id rdl   gitu gitu  itu kenapa yah  thanks before,1
kakak kakak aku mau bimbingan skripsi pertama kali  apa yang harus dilakukan dan hal yg jangan  do and don t  saat bimbingan pertama ya kak       ,0
 kalian ada gak sih yang kuliah di jurusan yang tergolong  langka   alias jarang gitu di indonesia  kalau ada spill dongg  penasaran wkwk  ,0
 ngomong kayak gini ke dosbing sopan gaa  aku gapake perkenalan  soalnya udah beberapa kali bimbingan dan nomorku udh di save  ,0
 ada yg pernah pake jasa nurunin    itu worth ga ya atau malah jadi berantakan ,0
 ngasih gift buat     orang enaknya dalam bentuk apa ya  butuh rekomendasi   kalian ngasih apa ke responden waktu penelitian gaes ,2
beri aku semangat untuk ngerjain revisian minor hasil semproku  revisiannya dikit tapi magernya masya allah   ,1
 caranya bikin artikel jurnal di word  dari    kayak gini  gimana ya    nyari di tikt d ga nemu      ,0
 disini ada yang mahasiswa unisma  mau minta tolong bukain repository  ,2
 yang ngerti statistik  bantu aku pliss  kalau maksudnya signifikan dengan tidak signifikan pada hasil pengujian itu apa ya  t uji ku hasilnya negatif  pas nyari di google keluar ttg signifikan gitu tapi aku masi blm mudengg ,0
 semester   kenapa capek bgt si   ,0
 gais masi ada gak ya yg buka beasiswa gitu butuh buat bantu  bayar semesteran ,0
 guys ada yang tau nyari ebook materi materi matkul inggris yg lengkap dimana gak yaa  aku udah nyari susah bgtt t    t helpp,0
 nangis sepanjang jalan pulang dr kampus karna kecewa udah totalitas ngerjain tugas tp dosen nya ga masuk  beliau lupa ngabari krna lagi di padang  pdhl malam nya udah dichat memastikan beliau masuk ga dan beliau bilang  masuk   gmn si maunya tuh apa  ,0
